en_sentence	translation	variety	county	orthography
he runs around all the time, or rather revolves, within his own little circle of thoughts.	تا ساڵ 1983 ڕژێم سەرەڕای ئەڤە ک ئێ شەڕ عێراق گیرواردۊ، تۊنست جمشت نەتەوەیی کورد سەرکوت بکەێ.	Sahneyi	Sahna	Laki Kurdish
The second is handsome, slim, well made; one draws one's breath with delight to watch him with a fencing foil.	ڤە درێژای سێ دەهەی دوماترا کورد چەندین گل هەۏڵ دا ڕژێم بایژێە چاڵش ئەمان هەمۊشە سەرکەتێ نێڤی.	Sahneyi	Sahna	Laki Kurdish
He is clever too, but has experience of the world as well; he has seen much,	سەرکەتن ڕێژیمی ئێران ڤە سەرکوتکردن جمشت کورد نەک هەر ستەم دڕندانەی ئەوان ڤە نام ڤڵات نیشانە مەێ،	Sahneyi	Sahna	Laki Kurdish
and therefore even our native country seems to yield more secrets to him than to the stay-at-home.	بەڵکو توانایی بازی کردنیان ڤەگەرد کارت کورد ئێ دەیشت ئەژ ڤڵاتیش نیشانە مەێ.	Sahneyi	Sahna	Laki Kurdish
And despite all this (I ought really to feel blessed with such a son) my attachment to him is not untroubled.	ئێران یەکەم ڤڵات بی ک میوانداری کوردەل کرد.	Sahneyi	Sahna	Laki Kurdish
His left eye is a little smaller than his right and blinks a good deal;	حکومەتەل ئێران ڤەی بوونەلە هامکاری کورد عێراقیان کرد:	Sahneyi	Sahna	Laki Kurdish
only a small fault, certainly, and one which even lends more audacity to his face than it would otherwise have	تا جوورێ بکەن ک پشت ڤە تێران بوەسنا؛	Sahneyi	Sahna	Laki Kurdish
nor, considering his unapproachable self-sufficiency, would anyone think of noticing and finding fault with this smaller eye and the way it blinks.	هانێان بەن ئەڕا شەڕکردن ڤەگەرد ڕژێمی عێراق ک دوژمن ئێران بی؛	Sahneyi	Sahna	Laki Kurdish
Yet I, his father, do so.	و نەیلن پشتیوانی ئەژ کورد ئێران بکەن یا ئەر هەڤەجە بی کورد عێراق ڤەگەرد کورد ئێران شەڕ بکێ.	Sahneyi	Sahna	Laki Kurdish
Of course, it is not the physical blemish that worries me	ئی پشتیوانیە ک ڤە سەرەتای 1960 دەست ڤەرن کریاس و ڤە ئە ساتە ڤە شێڤەیەک یەک پشت بەردەوام بی، یەکێ ئەژ فاکتورەل لاوازە بین جمشت کورد ڤە ئێران بی.	Sahneyi	Sahna	Laki Kurdish
but a small irregularity of the spirit that somehow corresponds to it	دو دینامیک دژ ڤە یەک ئایندەی جمشت نەتەوەیی کورد ڤە ئێران فرە لێخنە مەکێ.	Sahneyi	Sahna	Laki Kurdish
a kind of stray poison in the blood, a kind of inability to develop to the full the potentialities of his nature which I alone can see.	ڤە لایک نیشانەل بێگانە بین کورد ئەژ حکومەت مایە چەم؛	Sahneyi	Sahna	Laki Kurdish
On the other hand, this is just what makes him again my own true son, for this fault of his is a fault of our whole family and in him it is only too apparent.	ئەمان ئەژ لایک تر، هەڵگرتن گەمارۆ ڤەسەر ئێران ئێ مانگ ژانویه ساڵ 2016؛ توانایی جمشت کورد ک ئەڕا شەڕکردن لاواز بی لاوازترا کرد.	Sahneyi	Sahna	Laki Kurdish
My third son is handsome too, but not in a way that I appreciate.	تا کوتایی دهەی 1990 کوردان شیعە فرەتر سیاسی بین، ک دژایەتی کردنیان ڤەگەرد دەسەڵات ئێسلامی و جەختکردنیان ڤەسەر شوناس کوردی یە دیارە مەکێ.	Sahneyi	Sahna	Laki Kurdish
He has the good looks of a singer: the curving lips; the dreaming eye; the kind of head that asks for drapery behind it to make it effective; the too-deeply arched chest.	ڤە ژوئن 2009 کوردانی شیعه بەشدار «جنبش سبز» بینا،	Sahneyi	Sahna	Laki Kurdish
hands that are quick to fly up and much too quick to fall limp; legs that move delicately because they cannot support a weight.	ک ناڕەزایەتی بی بەرامبەر ڤە سەرکەتن مشتومڕاویی مەحمود ئەحمەدی نژاد ڤە هەڵبژاردنی سەرۆکایەتی.	Sahneyi	Sahna	Laki Kurdish
And besides: the tone of his voice is not round and full; it takes you in for a moment; the connoisseur pricks up his ears; but almost at once its breath gives out.	ئی گوڕیاینە مەتۊنێ بچووە سەر چەند هووکار:	Sahneyi	Sahna	Laki Kurdish
Although, in general, everything tempts me to bring this son of mine into the limelight, I prefer to keep him in the background; he himself is not insistent, yet not because he is aware of his shortcomings but out of innocence.	قەیران ئابووری ڤە ئێران ک توانایی حکومەت ئەڕان دڵگەرم کردن کوردان ڤەگەرد بەرژەوەندی ئابووری ئەژ بێن برد،	Sahneyi	Sahna	Laki Kurdish
Moreover, he does not feel at home in our age; as if he admitted belonging to our family, yet knew that he belonged also to another which he has lost forever, he is often melancholy and nothing can.cheer him.	میدیاژ نووێ ک جوانەل کورد ئێران ڤەرێ مەوج بەرزا بی ناسیۆنالیزم کوردی ڕۊەڕۊ کرد	Sahneyi	Sahna	Laki Kurdish
My fourth son is perhaps the most companionable of all.	و پێشهاتەل ئێلهام بەخش ڤە ناوچەل تر کوردستان ڤە تایبەت سوریە.	Sahneyi	Sahna	Laki Kurdish
A true child of his age, he is understood by everyone, he stands on what is common ground to all men, and everyone feels inclined to give him a nod.	ڤە سەر ئاست تەشکیلاتی، حزبێ نوو- پارت ژیان ئازاد کوردستان ک ڤەگەرد پیتەل یەکەمێ؛ فرەتر ڤە پژاک ناسراوە- ڤە ساڵ 2004 دامەزریا.	Sahneyi	Sahna	Laki Kurdish
Perhaps this universal appreciation is what makes his nature rather facile, his movements rather free, his judgments rather unconcerned.	پژاک لەقێ ئەژ پەکەکەس.	Sahneyi	Sahna	Laki Kurdish
Many of his remarks are worth quoting over and over again, but by no means all of them, for by and large his extreme facility becomes irritating.	پژاک ک ها کۏستانەل قەندیل ڤە هەرێم کوردستان، تۊنست ڤەگەرد کردار گەریلاکانێ دژ ڤە ڕژێم ئێران سەرنج جەهان ڕابکیشێ.	Sahneyi	Sahna	Laki Kurdish
He is like a man who makes a wonderful take-off from the ground, cleaves the air like a swallow, and after all comes down helplessly in a desert waste, a nothing.	ئی حزبە هامشێڤەی پەکەکە خاوەن ئایدۆلۆژی چەپ و ناسیۆنالیستی و یەکسانیخوازە (ڤە ڕۊی ڕەگەز) .	Sahneyi	Sahna	Laki Kurdish
Such reflections gall me when I look at him.	ژەنێ ڤە نام ئەڤیندار ڕیناس ڤەگەرد عەبدول ڕەحمان حاجی ئەحمەدی سەرکردایەتی ئە حزبە مەکەن.	Sahneyi	Sahna	Laki Kurdish
My fifth son is kind and good; promised less than he performed; used to be so insignificant that one literally felt alone in his presence; but has achieved a certain reputation.	بڕێ سەر چەمە بانگەشەی ئەڤە مەکەن ک پژاک ڤە بوونەی چالاکییەلێ دژ ڤە کومار ئێسلامی ئەژ یارمەتی ئەمریکا بەهرەمەند بیە.	Sahneyi	Sahna	Laki Kurdish
If I were asked how this came about, I could hardly tell you.	حزبی دموکراتی کوردستان ئێران و کوومەڵە ڤە مانگ ئاگوست ساڵ 2012 دوما ساڵان ک سەروکارێ ڤەگەرد یەک نیاشتن، گرێبەستێ ئمزا کردن ک ڤەنامێ داواکار ڕمیان کومار ئێسلامی و دامەزراندن سیستم فێدراڵ ڤە ئێران و جیایی دین ئەژ دەوڵەت بینا.	Sahneyi	Sahna	Laki Kurdish
Perhaps innocence makes its way easiest through the elemental chaos of this world, and innocent he certainly is.	دومای دو ساڵ، دو لق حزبی دموکراتی کوردستان و حزبی دموکراتی کوردستانی ئێران دەستیان کردە موزاکرە سەبارەت ڤە یەکگرتن و دامەزرانن سیاسەت هامبەش دژ ڤە ڕێژیم ک	Sahneyi	Sahna	Laki Kurdish
Perhaps too innocent.	تا ئیسکە دەستکەتێ نێاشتێە.	Sahneyi	Sahna	Laki Kurdish
I confess: I don't feel comfortable when I hear him praised.	گرنگە ڤە ڤیرمان بوو ک ڤە ڕۊی ژمارە کورد ئێران ڤە کورد عێراق زیاترن و ژمارەیان فرە زیاترە ئەژ کوردەل سوریەس.	Sahneyi	Sahna	Laki Kurdish
It seems to make praise rather too cheap to bestow it on anyone so obviously praiseworthy as this son of mine.	ڤە سەر بەڕەی فکری-زانستیش توانایی فرەێ دێرێن، ک ڤەگەرد ژماره فرەی ڕۆشنبیرەل کورد ئێران ڤه دیاسپورا دیارە ماوا.	Sahneyi	Sahna	Laki Kurdish
My sixth son seems, at first glance anyhow, the most thoughtful of all.	فرینەیان ڤە جمشت نەتەوەیی کورد چالاکن و پەیڤەندیەل تەشکیلاتی لازم ڤەگەرد جەهان دەیشت ئامادە مەکەن.	Sahneyi	Sahna	Laki Kurdish
He is given to hanging his head, and yet he is a great talker.	ئەمان ئی پێشهاتەلە چییەسە پەڕاوێز ڤە بوونەی زووردار بین هام زەمان کوماری ئێسلامی.	Sahneyi	Sahna	Laki Kurdish
So he is not easy to get at.	ئەگەر حزبەل کوردیی ئێران ئومێد داشتن ک کوومەڵگای نێودەوڵەتی پشتیوانیان بکێ،	Sahneyi	Sahna	Laki Kurdish
If he is on the down grade, he falls into impenetrable melancholy; if he is in the ascendant, he maintains his advantage by sheer talk.	جوور پشتیوانیێ ک ڤە کورد عێراق و تا ڕەدەی ڤە کورد سوریە کریا؛	Sahneyi	Sahna	Laki Kurdish
Yet I grant him a certain self-forgetful passionate absorption; in the full light of day he often fights his way through a tangle of thoughts as if in a dream.	لاچین تەحریم ڤە سەر ئێران هەرە پلەل سەرەتای ئە ئومێدە ڤە بەین برد.	Sahneyi	Sahna	Laki Kurdish
Without being ill — his health on the contrary is very good — he sometimes staggers, especially in the twilight, but he needs no help, he never falls.	لاچین تەحریم ئێران کردێەسە هامبەش بازرگانی گرنگ ئەڕان ڤڵاتەلێ ک تەجێبە ئامادە بوون ئە پەیڤەندیەل سوود دارە ڤە بوونە کورد ڤەدەست بەن.	Sahneyi	Sahna	Laki Kurdish
Perhaps his physical growth is the cause of this phenomenon, he is much too tall for his age.	ئێران ڤە بوونە فرە بین نفوز نە تەنیا ڤە نام شیعەل، بەڵکو ڤە نامجا کوردەل عێراقیش بیەسە هەژموونێ ڤە مەنتەقە.	Sahneyi	Sahna	Laki Kurdish
That makes him look ugly in general, although he has remarkable beauty in detail, in hands and feet, for instance.	ڤە دڵنیاییا تاران گشت هەۏڵ وژ ئەڕان ڤەکار گرتن کوردەل عێراق ڤە بابەت سەرکوتکردن زیاتر برالەێان ڤە ئێران مەگرێە کار.	Sahneyi	Sahna	Laki Kurdish
His forehead, too, is ugly; both its skin and its bone formation are somehow arrested in their development.	جیا ڤە یەیش حزبەل کوردی ئێران بێجەز پاک (پارت ئازادی کوردستان) ڤەگەرد 600 چەکدار ک دەرگیر شەڕ داعشن ڤە هەرێم کوردستان عێراق؛ هۊچ کامان ڤەی شەڕە ڕۆڵ گرنگێان نیە.	Sahneyi	Sahna	Laki Kurdish
The seventh son belongs to me perhaps more than all the others.	خاس یا گەن؛ حکومەت ئێران ڤە دیوارێ دژ ڤە داعش ناسراوە.	Sahneyi	Sahna	Laki Kurdish
The world would not know how to appreciate him; it does not understand his peculiar brand of wit.	ڕێژیم ئێران ڤە نام و ڤە دەر جێگای وژ ڤە شێڤەێ چەمگیر قورس کردێەسا ک ڤە بوونەی یە بەراوەردە بین داخوازی نەتەوەیی کورد سەخت ترا بیە.	Sahneyi	Sahna	Laki Kurdish
I do not overvalue him; I know he is of little enough importance; if the world had no other fault than that of not appreciating him, it would still be blameless.	ئە ڕاستیە ک کول حزبەل کوردی ڤە ئێرانا ڤە شێڤەێ ژێرژێرەکی و ڤە پشتیوانی کەم ڤە نامجا خەڵک نام وژێ کورد چالاکی مەکەن	Sahneyi	Sahna	Laki Kurdish
But within the family circle I should not care to be without this son of mine.	سەرهەڵدان کومارێ دویەمێ مەهاباد مەکێە ئومێدێ دۊر.	Sahneyi	Sahna	Laki Kurdish
He contributes a certain restlessness as well as a reverence for tradition, and combines them both, at least that is how I feel it, into an incontestable whole.	ئەمان ئەگەر شنەل ڕەوان ڕووژهەڵات نامڕاست بڕەسێە ئێران، گاس کوردەل ڤە ئە ڤڵاتە ڤە بوونە سەرکوتکاری ژێر دەسەڵات کوماری ئێسڵامی؛ هامکاری ڤەگەرد پارچەل تر کوردستان، و شەۏقێ ناسیۆنالیست ڤە نام سازمانەل کوردی دیاسپورا، بوونە پێشەنگەل گوڕانکاری.	Sahneyi	Sahna	Laki Kurdish
True, he knows less than anyone what to do with this achievement; the wheel of the future will never be started rolling by him.	ئەگەر بوو ڤە ئەزمون مەهاباد دەرس گرت	Sahneyi	Sahna	Laki Kurdish
but his disposition is so stimulating, so rich in hope; I wish that he had children and children's children.	ئەڤەسە ک ساتێ زەمینە سیاسی هەتە دەست	Sahneyi	Sahna	Laki Kurdish
Unfortunately he does not seem inclined to fulfill my wish.	جمشت نەتەوەیی کورد بتۊنێ بێگت فامێ بکێ و وژ پەڕە بێتێ بن؛	Sahneyi	Sahna	Laki Kurdish
With a self-satisfaction that I understand as much as I deplore, and which stands in magnificent contrast to the verdict of the world, he goes everywhere alone, pays no attention to girls, and yet will never lose his good humor.	یانزە کوڕ	Sahneyi	Sahna	Laki Kurdish
My eighth son is my child of sorrow, and I do not really know why.	من یانزە کوڕم هەس.	Sahneyi	Sahna	Laki Kurdish
He keeps me at a distance and yet I feel a close paternal tie binding me to him.	ئەڤەڵینە ڤە باوەت بەر و ڕۊ تا ڕەدەی بەدگڵە.	Sahneyi	Sahna	Laki Kurdish
Time has done much to lessen the pain; but once I used often to tremble at the mere thought of him.	ئەمان سێڤڕ و زیرەکە،	Sahneyi	Sahna	Laki Kurdish
He goes his own way; he has broken off all communication with me; and certainly with his hard head, his small athletic body — only his legs were rather frail when he was a boy, but perhaps that has meanwhile righted itself — he will make a success of anything he chooses.	ڤە سەر باوە کوڕی جوور ئەواکان دووسێە مەگرم ئەمان ئەرزشت فرەی ئەڕانم نەیرێ.	Sahneyi	Sahna	Laki Kurdish
Many a time I used to want to call him back, to ask him how things really were with him, why he cut himself off so completely from his father, and what his fundamental purpose was in life, but now he is so far away and so much time has passed that things had better stay as they are.	فام و عەقڵێ ڤە چەمم بێ ئەندازە سادە مای.	Sahneyi	Sahna	Laki Kurdish
I hear that he is the only one of my sons to grow a full beard; that cannot look well, of course, on a man so small as he is.	ئەۏ نە چەپە مەۊنێ نە ڕاست و نە دۊر،	Sahneyi	Sahna	Laki Kurdish
My ninth son is very elegant and has what women consider a definitely melting eye.	یەک پشت ڤە نام خڕاتی باوەڕەل وژ مەگیردێ، یا خاس تر بووشما: خڕە مارێ.	Sahneyi	Sahna	Laki Kurdish
So melting that there are occasions when he can cajole even me, although I know that a wet sponge is literally enough to wipe away all that unearthly brilliance.	دوەمین کوڕ خوەش ڕخت و نامقەێ باریک و برازەندەس، کەیفە مەکەین هەنێ تاماشا شمشێر ڤە دەست گردنێە مەکەین.	Sahneyi	Sahna	Laki Kurdish
But the curious thing about the boy is that he makes no attempt to be seductive; he would be content to spend his life lying on the sofa and wasting his glances on the ceiling, or still better, keeping them to himself under his eyelids.	ئەۏیش هەم جوور کوڕە ئەڤەلینەم زیرەکە، ئەمان جیا ڤە زیرەکی، سەرم بشۏیش هەس، سەفەرەل فرەی چیە و چێیەل فرەی دیەسە چەم،	Sahneyi	Sahna	Laki Kurdish
When he is lying in this favorite position, he enjoys talking and talks quite well; concisely and pithily.	ڤە ئی بوونە هانە مایە چەم ک بگر میلکان داڵکی هەم فرەتر ڤەگەردێ ڕاز و نیازە مەکێ تا ڤەگەرد خانکونایەل.	Sahneyi	Sahna	Laki Kurdish
but still only within narrow limits; once he oversteps these, which he cannot avoid doing since they are so narrow, what he says is quite empty.	جیا ئەژ گشت ئی قسەلە (من ئەساسەن بایست ئەژ داشتن هانە کوڕێ خوەشبەخت بووم) پەیوەند من و ئەۏ هالی ئەژ ناکووکی نیە.	Sahneyi	Sahna	Laki Kurdish
One would sign him to stop, if one had any hope that such slumbrous eyes were even aware of the gesture.	چەم چەپینەی توزێ ڤە چەم ڕاسینە گوجەرترە و فرە مەلەرزێ،	Sahneyi	Sahna	Laki Kurdish
My tenth son is supposed to be an insincere character.	هەڵبەت یە تەنیا عەیب پاژیێکە ک سێڤڕی فرەترێ میە دەمڕۊێ	Sahneyi	Sahna	Laki Kurdish
I shall not entirely deny or confirm this supposition.	ک ڤە بوونە یەکپارچەگی بێ ڤینە ڤجودێ کەس ڤە توڕ ڕەخنەگرتن ئەژ چەم گوجین و لەرزان نمەچێ.	Sahneyi	Sahna	Laki Kurdish
Certainly anyone who sees him approaching with the pomposity of a man twice his age, in a frock coat always tightly buttoned, an old but meticulously brushed black hat, with an expressionless face, slightly jutting chin, protruding eyelids that mask the light behind them, two fingers very often at his lips — anyone seeing him thus is bound to think.	ئەمان من، باوەی، ئی کارە مەکەم.	Sahneyi	Sahna	Laki Kurdish
what an utter hypocrite.	هەڵبەت چێیک ک ناراحەتمە مەکەێ نە ئی عەیب بەدەنیە،	Sahneyi	Sahna	Laki Kurdish
But then, just listen to him talking! With understanding; thoughtfully; brusquely; cutting across questions with satirical vivacity; in complete accord with the universe, an accord that is surprising, natural and gay; an accord that of necessity straightens the neck and makes the body proud.	بەلکێ خش گوجەرێکە ک ها نام عەقڵێ ک ڤەگەرد ئە عەیب بەدەنیە هامخوەنی دێرێ،	Sahneyi	Sahna	Laki Kurdish
Many who think themselves very clever and for this reason, as they fancied, felt a dislike for his outward appearance, have become strongly attached to him because of his conversation.	جوورێ ژەهر ک ڤەنام خۊنێ سەرگیردانە، جوورێ ناتوانی ئەڕان ڤە کەماڵ ڕەسانن و یەکپارچە کردن تواناییەل دەرۊنێ و زاتی ک تەنیا من ڤەرنیان ئاگادارم.	Sahneyi	Sahna	Laki Kurdish
There are other people, again, who are unaffected by his appearance but who find his conversation hypocritical.	هەر یەیشە چێیکە ک کوڕێ ڤەرنێ هاوردیسە عەمەڵ ک ڤەهەر باوەتێ هن منە، چوون ئی عەیبە ک ئەۏ دێرێ عەیب گشت ئەندامەل خانەوادە ئیمەسە، ئەمان هایتر ڤەنام ئی کوڕە فرە ڕووشنا مایە چەم	Sahneyi	Sahna	Laki Kurdish
I, being his father, will not pronounce a verdict, but I must admit that the latter critics are at least to be taken more seriously than the former.	کوڕ سێیەم خوەش ڕختە، ئەمان نەهانە ک ڤە دڵ منا بوو.	Sahneyi	Sahna	Laki Kurdish
My eleventh son is delicate, probably the frailest of my sons; but deceptive in his weakness; for at times he can be strong and resolute, though even then there is somehow always an underlying weakness.	ڕەنگین بین ئەۏ هەقاتی ڕەنگینی گورانیچڕەل مەمینێ: دەم لچ پڕتاو، چەمەل خێال باف، کەپوڵێ ک زینەتە مەیتێ تا کارساز بوو، سینەێ ک بگر تاق دریایە.	Sahneyi	Sahna	Laki Kurdish
Yet it is not a weakness to be ashamed of, merely something that appears as weakness only on this solid earth of ours.	دەسەلێ ک ڤە تونیکا مەپەڕنە هاوا و بێ ئەندازە زۊ مەکۏینە ژێر، قولەلێ ک نازکیە مەفرووشن چوون تاقەت نەێرن.	Sahneyi	Sahna	Laki Kurdish
For instance, is not a readiness for flight a kind of weakness too, since it consists in a wavering, an unsteadiness, a fluttering? Something of that nature characterizes my son.	جیا ڤە یە: دەنگێ بەرز نیە، گڕێ مایژێتە هەڵە، کارزان بۊن گووشە مەتەکنین، ئەمان گرێتر مەۏنین هەناسەی تەمام بییە.	Sahneyi	Sahna	Laki Kurdish
These are not, of course, the characteristics to rejoice a father; they tend obviously to destroy a family.	ڤەگەرد یەکێ ڤە تۏر گشتی، کول ئی چێیەلە مایژێمە هەوەس ک کوڕەم بارمە خەڵق، ئەمان سەڵا یەسە ک ڤە خەفا بمینێ، وژێ ملەجەڕی نەیرێ، ئەمان نە ڤە بوونە یە ک ئاگادار کەم و کورتی و عەیبەل وژ بوو، بەڵکوو ڤەسەر پڕچ و پاکی.	Sahneyi	Sahna	Laki Kurdish
"Sometimes he looks at me as if he would say: ""I shall take you with me, Father."" Then I think: ""You are the last person I would trust myself to."" And again his look seems to say: ""Then let me be at least the last."""	ئەۏ، وژ ڤەنام زەمانە ئیمە ڤە بێگانە مەزانێ، ڤەگەرد یە ک ئایل ماڵ ئیمەیە ئەمان بگر وژ ڤە ئایل خانەوادەی ترا مەزانێ کە ئەڕا هەمیشە ڤەکیسێ چینە، فرەگل بێزارە و هۊچ چێیک خوەشاڵێ نمەکەێ.	Sahneyi	Sahna	Laki Kurdish
These are my eleven sons.	گاس بووا ک کوڕە چووارمینە مەردمدارتر ئەژ گشت زانست.	Sahneyi	Sahna	Laki Kurdish
A Fratricide	ئەۏ کوڕ ڕاسکانی زەمانە وژەسێ، گشت کەس مەتۊنن فامێ کەن، ڤەسەر خاکێ ڤسایە ک گشت ڤە نامێ بەشدارن، هەرکەسێ هەستە مەکەێ ک ڤە نوا دەم ئەۏ ڤە نیشانە قەبوول داشتن سەر تەکان بەێ.	Sahneyi	Sahna	Laki Kurdish
THE EVIDENCE shows that this is how the murder was committed:	گاس ڤە بوونە ئی مەردمداریە سە ک جوورێ سۏک باڵی ها نام زاتێ، ڤەنام سەکەناتێ جوورێ ڕاحەتی، ڤەنام داوەریەلێ جوورێ بێخێاڵی.	Sahneyi	Sahna	Laki Kurdish
Schmar, the murderer, took up his post about nine o'clock one night in clear moonlight by the corner where Wese, his victim, had to turn from the street where his office was into the street he lived in.	دڵتە مەیتێ بڕێ ڤە قسەلێ چەندین گل بارینە زووان، هەڵبەت تەنیا بڕێ ڤە قسەلێ، چوون سەرجەم ک تاماشا بکەین سۏک باڵییە حەد ڤەدەر و ئافەت بارە مەۊنین.	Sahneyi	Sahna	Laki Kurdish
The night air was shivering cold.	ئەۏ مەمینێە کەسێ ک ڤە تەرز دڵبگرێ ڤەرێ بان مەپەرێ، جوور سیپرۊسنەک هاوا مەتلیشێنێ، ئەمان دەس ئاخر دەرمەنێ و بێ ئومێد، ڤە بێاوان چووڵێ مەکۏیە زەمین.	Sahneyi	Sahna	Laki Kurdish
Yet Schmar was wearing only a thin blue suit; the jacket was unbuttoned, too.	ئی فکر و خێاڵەلە، چەم هایشتن ڤە ڕووڵەم ئەر من حرام کردێە.	Sahneyi	Sahna	Laki Kurdish
He felt no cold; besides, he was moving about all the time.	کوڕ پەنجم، خاس و دڵ ڕەحمە، کەمتر ئەژ چێیک ک ڤە دەس ماتێ قۏڵە مێارد، ئەخنکە هۊچ بی ک هەنێ ڤە لا دەست بی هەستە مەکردین تەنیاین، ئەمان ڤەرە ڤەرە ئەڕان وژ ئاوڕۊ و ئێحترامێ خڕی.	Sahneyi	Sahna	Laki Kurdish
Why did Pallas, the private citizen who was watching it all from his window nearby in the second storey, permit it to happen?	ئەر ڤە من بپرسن چۊنە، سەخت جوواوێ ئەڕان ڤتن داشتۊم.	Sahneyi	Sahna	Laki Kurdish
Unriddle the mysteries of human nature! With his collar turned up, his dressing gown girt around his portly body, he stood looking down, shaking his head.	گاس بێتاوانی ئاسانتر ڤە هەر چێیک ڕێ وژ ڤەنام ئی بخڵمە بازار دونیا ڤازا مەکەێ، ئەۏ هەم خوو، بێتاوانە.	Sahneyi	Sahna	Laki Kurdish
And five houses further along, on the opposite side of the street, Mrs. Wese, with a fox-fur coat over her nightgown, peered out to look for her husband who was lingering unusually late tonight.	هایتر فرە ئەژ حەد بێتاوان.	Sahneyi	Sahna	Laki Kurdish
At last there rang out the sound of the doorbell before Wese's office, too loud for a doorbell, right over the town and up to heaven, and Wese, the industrious nightworker, issued from the building, still invisible in that street, only heralded by the sound of the bell; at once the pavement registered his quiet footsteps.	یەیشە بووشما: هەنێ ڤەر چەمم ڤەرینێ خاسە مووشن، حاڵ خووێ پەیدا نمەکەم.	Sahneyi	Sahna	Laki Kurdish
Pallas bent far forward; he dared not miss anything.	ئایا مەر غەیر ڤە یەسە ک خاس ڤتن کار ئاسانێکە ماو، هەنێ خاس ڤتن ڤە باوەت کەسێ بوو ک ئە کەسە ڤە شێڤەێ دیاری هەر خاس هەس جوور ئی کوڕ منە؟	Sahneyi	Sahna	Laki Kurdish
Mrs.Wese, reassured by the bell, shut her window with a clatter.	کوڕ شەشم لانەکەم ڤە جار یەکم هانە مایە چەم ک عاقڵتر ڤە ئەواکانە.	Sahneyi	Sahna	Laki Kurdish
But Schmar knelt down; since he had no other parts of his body bare, he pressed only his face and his hands against the pavement; where everything else was freezing, Schmar was glowing hot.	پڕ شەرم و بەحەیا ئەمان قسە فرەکەر و ڤڕاج،	Sahneyi	Sahna	Laki Kurdish
At the very corner dividing the two streets Wese paused, only his walking stick came around into the other street to support him.	هانەسە کە نماو ڤە ئاسانی ڤە بەن باینێ.	Sahneyi	Sahna	Laki Kurdish
A sudden whim.	هەنێ مەمینێە جاوا، تۊش خوسە بێ حساوێکە ماو. هەنێ مەکەتێە نوا، سەرکەتن وژ ڤەگەرد ڤڕاجی نیشانە مەێ.	Sahneyi	Sahna	Laki Kurdish
The night sky invited him, with its dark blue and its gold.	بایست بچمە ژێر ئی قسه ک خاون شور و تەخەلای تایبەت ڤە وژەسێ، ڤەنام ڕووژ ڕووشنا ها تەخەلا تا بگر وژ بێیە خاو، ڕێ وژ ڤەنام فکر و خێاڵەلێ ڤازا مەکێ.	Sahneyi	Sahna	Laki Kurdish
Unknowing, he gazed up at it, unknowing he lifted his hat and stroked his hair;	گل هەس بێ یەکێ ناخوەش بوو - هەتا ماو بووشین ک ساق و ساڵمە - سەرێ گیژەمارێ، ڤە تایبەت ئێ نام هاوا تاریکا ڕووشنا، ئەمان هەڤەجە ڤە یارمەتی نەیرێ، نمەکەتێ.	Sahneyi	Sahna	Laki Kurdish
nothing up there drew together in a pattern to interpret the immediate future for him; everything stayed in its senseless, inscrutable place.	هووکار ئە حاڵەتە هایتر ڕوشد جەستەی بوو. بالای ڤە حساو سن و ساڵێ بێ ئەندازە بەرزە.	Sahneyi	Sahna	Laki Kurdish
In itself it was a highly reasonable action that Wese should walk on, but he walked onto Schmar's knife.	یە، سەرجەم ک تاماشا بکەین ناشیرینێە مەکەێ، جیا ئەژ ڕەنگینی چەمگیر بەرزێ ئەندامەلێ، جوور دەس و قاچ و قولێ.	Sahneyi	Sahna	Laki Kurdish
"Wese! shrieked Schmar, standing on tiptoe, his arm outstretched, the knife sharply lowered, ""Wese! You will never see Julia again!"""	نەخش تۏیڵیشێ گەنە، هەم ڤە باوەت پووس و هەم ڤە باوەت سخان، جوورێ بگر چینەسە نام یەکا.	Sahneyi	Sahna	Laki Kurdish
And right into the throat and left into the throat and a third time deep into the belly stabbed Schmar's knife.	کوڕ هەفتم گاس فرەتر ئەژ ئەواکان کوڕ من بوو.	Sahneyi	Sahna	Laki Kurdish
Water rats, slit open, give out such a sound as came from Wese.	خەڵک نمەزانن چۊ بایس قەیرێ زانست، شێڤەی تایبەتێ زەهاکیێ فام نمەکەن.	Sahneyi	Sahna	Laki Kurdish
Done, said Schmar, and pitched the knife, now superfluous blood-stained ballast, against the nearest house front.	من بێخود ئەرزشتێ نمۏرمە بان، مەزانم نۊتکێ زیاتر نیە، ئەر تەنیا ئێراد مەردم دونیا هەر یە بیاتا ک نەزانن چۊ بایست قەیرێ بزانن، دوارەیش هەم گلەیێ ڤەرنان نییە.	Sahneyi	Sahna	Laki Kurdish
Pallas, choking on the poison in his body, stood at the double-leafed door of his house as it flew open.	ئەمان ڤە هەرحاڵ خوەش نەیرم جا ئی کوڕمە ڤەنام خانەوادە هالی بوو.	Sahneyi	Sahna	Laki Kurdish
Schmar! Schmar! I saw it all, I missed nothing. Pallas and Schmar scrutinized each other.	هەم نائارامی ڤە شوون وژە مارێ و هەم حورمەت ڤە ڕەسم و سونەتەل، ک لانەکەم ڤە باوەڕ من هەر دکیان، ڤە شێڤەی سەراسەری پەنکوور نەکریای ڤەگەرد یەکا تیکەڵە مەکەێ.	Sahneyi	Sahna	Laki Kurdish
